Gene_ID	P1S3	S2S3	P1V2	S2V2
fig|1185660.4.peg.2916	24	11	48	53
fig|1185660.4.peg.2917	528	310	424	382
fig|1185660.4.peg.2918	7	11	17	22
fig|1185660.4.peg.2919	4	4	13	18
fig|1185660.4.peg.292	22	18	17	21
fig|1185660.4.peg.2920	71	32	152	151
fig|1185660.4.peg.2921	71	57	190	159
fig|1185660.4.peg.2922	35	22	76	93
fig|1185660.4.peg.2923	64	38	91	113
fig|1185660.4.peg.2924	12	8	60	152
fig|1185660.4.peg.2925	29	27	16	21
fig|1185660.4.peg.2926	27	22	24	24
fig|1185660.4.peg.2927	30	12	24	26
fig|1185660.4.peg.2928	30	15	20	24
fig|1185660.4.peg.2929	37	34	33	27
fig|1185660.4.peg.293	10	9	14	18
fig|1185660.4.peg.2930	25	24	22	24
fig|1185660.4.peg.2931	20	18	14	23
fig|1185660.4.peg.2932	11	5	6	10
fig|1185660.4.peg.2934	23	70	24	30
fig|1185660.4.peg.2935	41	227	29	41
fig|1185660.4.peg.2936	5	22	45	82
fig|1185660.4.peg.2937	30	67	49	34
fig|1185660.4.peg.2938	27	38	40	49
fig|1185660.4.peg.2939	72	49	55	57
fig|1185660.4.peg.294	21	24	15	17
fig|1185660.4.peg.2940	40	24	26	27
fig|1185660.4.peg.2941	29	19	20	18
fig|1185660.4.peg.2942	4	6	6	18
fig|1185660.4.peg.2945	99	130	107	111
fig|1185660.4.peg.2946	109	263	88	63
fig|1185660.4.peg.2947	20	27	76	99
fig|1185660.4.peg.2948	7	7	41	79
fig|1185660.4.peg.2949	8	10	88	102
fig|1185660.4.peg.295	14	13	12	13
fig|1185660.4.peg.2951	0	1	10	11
fig|1185660.4.peg.2952	21	21	35	39
fig|1185660.4.peg.2953	21	18	26	18
fig|1185660.4.peg.2954	18	13	15	26
fig|1185660.4.peg.2955	17	14	24	25
fig|1185660.4.peg.2956	45	34	98	49
fig|1185660.4.peg.2957	93	73	95	80
fig|1185660.4.peg.2959	152	96	100	95
fig|1185660.4.peg.296	6	3	4	11
fig|1185660.4.peg.2960	68	49	44	45
fig|1185660.4.peg.2962	48	59	22	24
fig|1185660.4.peg.2964	28	18	59	19
fig|1185660.4.peg.2965	155	36	104	62
fig|1185660.4.peg.2966	58	40	46	43
fig|1185660.4.peg.2967	231	185	126	75
fig|1185660.4.peg.2968	355	397	617	627
fig|1185660.4.peg.2969	242	364	333	416
fig|1185660.4.peg.2970	339	621	309	354
fig|1185660.4.peg.2971	337	761	434	408
fig|1185660.4.peg.2972	605	316	476	399
fig|1185660.4.peg.2973	249	190	192	181
fig|1185660.4.peg.2975	148	69	159	118
fig|1185660.4.peg.2976	4284	2744	8862	5694
fig|1185660.4.peg.2977	675	177	641	496
fig|1185660.4.peg.2978	2992	1435	7988	4700
fig|1185660.4.peg.2979	9088	4009	18907	10469
fig|1185660.4.peg.298	18	18	19	28
fig|1185660.4.peg.2981	193	101	155	148
fig|1185660.4.peg.2982	650	557	988	433
fig|1185660.4.peg.2983	172	131	183	147
fig|1185660.4.peg.2984	103	76	82	83
fig|1185660.4.peg.2985	132	76	117	88
fig|1185660.4.peg.2986	113	128	72	71
fig|1185660.4.peg.2987	24	34	21	19
fig|1185660.4.peg.2988	70	77	70	37
fig|1185660.4.peg.2989	65	53	43	56
fig|1185660.4.peg.2990	56	49	30	36
fig|1185660.4.peg.2991	65	59	32	37
fig|1185660.4.peg.2992	57	23	45	39
fig|1185660.4.peg.2993	33	23	26	32
fig|1185660.4.peg.2994	24	35	55	50
fig|1185660.4.peg.2995	109	168	351	146
fig|1185660.4.peg.2996	126	157	134	116
fig|1185660.4.peg.2997	435	346	476	439
fig|1185660.4.peg.2998	136	87	225	204
fig|1185660.4.peg.2999	2303	2117	2667	2040
fig|1185660.4.peg.3	2424	1442	2736	2042
fig|1185660.4.peg.30	98	135	567	488
fig|1185660.4.peg.300	85	109	86	61
fig|1185660.4.peg.3000	108	92	97	86
fig|1185660.4.peg.3001	31	21	18	20
fig|1185660.4.peg.3003	206	178	172	118
fig|1185660.4.peg.3004	775	502	694	453
fig|1185660.4.peg.3005	739	432	1290	974
fig|1185660.4.peg.3006	184	98	158	114
fig|1185660.4.peg.3007	39	24	25	21
fig|1185660.4.peg.3008	36	29	28	24
fig|1185660.4.peg.3009	8	10	6	8
fig|1185660.4.peg.301	683	814	940	852
fig|1185660.4.peg.3010	19	29	48	20
fig|1185660.4.peg.3011	6	14	28	21
fig|1185660.4.peg.3012	20	22	20	15
fig|1185660.4.peg.3014	82	89	117	75
fig|1185660.4.peg.3017	15	18	17	12
fig|1185660.4.peg.3018	64	82	86	49
fig|1185660.4.peg.3019	101	86	113	81
fig|1185660.4.peg.302	4	4	5	11
fig|1185660.4.peg.3020	28	21	25	30
fig|1185660.4.peg.3022	0	1	0	0
fig|1185660.4.peg.3022	8	8	7	8
fig|1185660.4.peg.3024	23	18	18	15
fig|1185660.4.peg.3027	378	472	247	225
fig|1185660.4.peg.3028	26	22	17	18
fig|1185660.4.peg.3029	25	44	19	20
fig|1185660.4.peg.303	6	8	9	9
fig|1185660.4.peg.3030	21	38	24	27
fig|1185660.4.peg.3032	31	53	23	27
fig|1185660.4.peg.3034	24	38	33	37
fig|1185660.4.peg.3035	68	56	93	83
fig|1185660.4.peg.3036	2251	1114	12910	10888
fig|1185660.4.peg.3037	39	18	36	40
fig|1185660.4.peg.3039	18	10	229	387
fig|1185660.4.peg.3040	7	8	17	31
fig|1185660.4.peg.3042	10	19	17	15
fig|1185660.4.peg.3045	66	92	208	207
fig|1185660.4.peg.3047	3	5	6	10
fig|1185660.4.peg.3048	23	30	536	661
fig|1185660.4.peg.3052	23	18	22	33
fig|1185660.4.peg.3053	21	29	17	21
fig|1185660.4.peg.3054	21	64	29	50
fig|1185660.4.peg.3055	16	12	24	21
fig|1185660.4.peg.3056	6	6	6	7
fig|1185660.4.peg.3057	5	5	6	8
fig|1185660.4.peg.3058	11	10	13	9
fig|1185660.4.peg.3059	13	9	12	14
fig|1185660.4.peg.306	24	18	16	19
fig|1185660.4.peg.3060	7	6	7	18
fig|1185660.4.peg.3061	16	22	14	20
fig|1185660.4.peg.3062	12	5	19	25
fig|1185660.4.peg.3063	33	26	26	38
fig|1185660.4.peg.3064	6	5	9	8
fig|1185660.4.peg.3065	3	3	3	4
fig|1185660.4.peg.3066	2	4	5	9
fig|1185660.4.peg.3068	62	78	77	80
fig|1185660.4.peg.3069	126	187	121	114
fig|1185660.4.peg.307	7	6	6	13
fig|1185660.4.peg.3070	181	226	180	132
fig|1185660.4.peg.3071	52	72	31	37
fig|1185660.4.peg.3072	18	25	16	17
fig|1185660.4.peg.3074	44	36	48	25
fig|1185660.4.peg.3075	7	7	7	5
fig|1185660.4.peg.3076	5	2	10	10
fig|1185660.4.peg.3077	50	32	25	31
fig|1185660.4.peg.3079	16	11	14	16
fig|1185660.4.peg.308	6	5	9	8
fig|1185660.4.peg.3080	55	27	93	65
fig|1185660.4.peg.3081	38	37	28	26
fig|1185660.4.peg.3083	76	56	172	251
fig|1185660.4.peg.3085	71	79	68	82
fig|1185660.4.peg.3086	3	7	465	60
fig|1185660.4.peg.3087	3	3	71	15
fig|1185660.4.peg.3087	4	10	282	37
fig|1185660.4.peg.3087	4	8	246	30
fig|1185660.4.peg.3087	5	9	200	33
fig|1185660.4.peg.3088	2	2	61	11
fig|1185660.4.peg.3089	1	1	54	18
fig|1185660.4.peg.3089	10	16	113	24
fig|1185660.4.peg.3089	5	5	288	57
fig|1185660.4.peg.309	9	12	8	14
fig|1185660.4.peg.3091	19	10	107	70
fig|1185660.4.peg.3091	3	2	122	16
fig|1185660.4.peg.3091	4	5	23	10
fig|1185660.4.peg.3091	92	83	125	102
fig|1185660.4.peg.3092	3	4	33	12
fig|1185660.4.peg.3092	8	7	52	63
fig|1185660.4.peg.3092	8	8	28	14
fig|1185660.4.peg.3093	12	8	29	30
fig|1185660.4.peg.3094	38	24	47	52
fig|1185660.4.peg.3095	37	28	105	168
fig|1185660.4.peg.3096	149	185	181	222
fig|1185660.4.peg.3097	2	3	11	26
fig|1185660.4.peg.31	97	43	68	65
fig|1185660.4.peg.310	27	33	19	23
fig|1185660.4.peg.3100	53	258	49	38
fig|1185660.4.peg.3101	27	61	34	25
fig|1185660.4.peg.3102	65	142	55	52
fig|1185660.4.peg.3103	43	115	43	95
fig|1185660.4.peg.3104	101	326	486	817
fig|1185660.4.peg.3105	33	33	49	38
fig|1185660.4.peg.3106	31	14	72	74
fig|1185660.4.peg.3107	20	12	46	38
fig|1185660.4.peg.3108	12	21	14	24
fig|1185660.4.peg.3109	9	6	92	71
fig|1185660.4.peg.311	75	69	51	50
fig|1185660.4.peg.3110	1	3	14	29
fig|1185660.4.peg.3111	5	6	53	103
fig|1185660.4.peg.3112	10	14	103	195
fig|1185660.4.peg.3113	5	6	40	91
fig|1185660.4.peg.3114	6	11	75	135
fig|1185660.4.peg.3116	644	545	975	736
fig|1185660.4.peg.3117	268	224	215	153
fig|1185660.4.peg.3118	43	29	62	66
fig|1185660.4.peg.3119	121	105	90	98
fig|1185660.4.peg.312	29	42	26	39
fig|1185660.4.peg.3120	181	177	137	129
fig|1185660.4.peg.3121	54	49	65	75
fig|1185660.4.peg.3122	100	90	85	90
fig|1185660.4.peg.3123	10	9	9	13
fig|1185660.4.peg.3124	48	37	29	41
fig|1185660.4.peg.3125	266	240	138	177
fig|1185660.4.peg.3126	36	36	214	203
fig|1185660.4.peg.3128	111	96	89	107
fig|1185660.4.peg.3129	138	129	167	118
fig|1185660.4.peg.3130	505	443	533	391
fig|1185660.4.peg.3131	32	33	26	25
fig|1185660.4.peg.3132	24	33	22	19
fig|1185660.4.peg.3134	35	18	37	40
fig|1185660.4.peg.3135	436	367	300	189
fig|1185660.4.peg.3136	514	358	368	180
fig|1185660.4.peg.3137	70	33	36	34
fig|1185660.4.peg.3138	43	27	29	25
fig|1185660.4.peg.3139	7939	6320	6528	3541
fig|1185660.4.peg.314	41	66	43	23
fig|1185660.4.peg.3140	127	75	74	74
fig|1185660.4.peg.3141	36	98	56	59
fig|1185660.4.peg.3142	70	88	58	66
fig|1185660.4.peg.3143	238	228	146	189
fig|1185660.4.peg.3144	80	55	198	375
fig|1185660.4.peg.3145	667	419	854	427
fig|1185660.4.peg.3147	343	103	318	242
fig|1185660.4.peg.3148	585	197	546	517
fig|1185660.4.peg.3149	330	96	269	264
fig|1185660.4.peg.315	10	15	7	13
fig|1185660.4.peg.3150	277	83	234	180
fig|1185660.4.peg.3151	186	98	188	128
fig|1185660.4.peg.3152	155	126	194	133
fig|1185660.4.peg.3153	134	159	80	94
fig|1185660.4.peg.3154	130	126	65	106
fig|1185660.4.peg.3155	133	140	74	104
fig|1185660.4.peg.3156	62	61	50	60
fig|1185660.4.peg.3157	90	147	70	126
fig|1185660.4.peg.3158	199	335	147	168
fig|1185660.4.peg.3159	35	37	23	34
fig|1185660.4.peg.3161	47	35	37	32
fig|1185660.4.peg.3163	9929	5147	12068	2257
fig|1185660.4.peg.3164	94	95	73	80
fig|1185660.4.peg.3165	32	28	87	122
fig|1185660.4.peg.3166	48	33	38	43
fig|1185660.4.peg.3167	27	23	30	27
fig|1185660.4.peg.3168	81	54	60	54
fig|1185660.4.peg.3169	79	60	58	63
fig|1185660.4.peg.3170	114	86	74	79
fig|1185660.4.peg.3171	133	105	108	95
fig|1185660.4.peg.3172	73	62	102	94
fig|1185660.4.peg.3173	80	49	70	65
fig|1185660.4.peg.3174	26	14	22	32
fig|1185660.4.peg.3176	48	36	53	44
fig|1185660.4.peg.3177	1049	566	1018	490
fig|1185660.4.peg.3178	79	63	212	150
fig|1185660.4.peg.3179	280	286	225	183
fig|1185660.4.peg.318	8	12	19	46
fig|1185660.4.peg.3180	156	154	128	113
fig|1185660.4.peg.3181	114	74	179	181
fig|1185660.4.peg.3182	435	161	668	404
fig|1185660.4.peg.3184	171	101	156	155
fig|1185660.4.peg.3185	121	82	326	421
fig|1185660.4.peg.3186	87	86	121	125
fig|1185660.4.peg.3188	23	21	34	34
fig|1185660.4.peg.3189	14	18	115	244
fig|1185660.4.peg.319	1	0	2	5
fig|1185660.4.peg.3191	658	323	1149	454
fig|1185660.4.peg.3192	328	192	385	187
fig|1185660.4.peg.3193	274	113	282	127
fig|1185660.4.peg.3194	86	44	70	48
fig|1185660.4.peg.3196	181	125	92	86
fig|1185660.4.peg.32	139	122	75	77
fig|1185660.4.peg.320	3	6	7	11
fig|1185660.4.peg.3200	350	270	499	400
fig|1185660.4.peg.3201	87	58	94	85
fig|1185660.4.peg.3204	105	94	87	77
fig|1185660.4.peg.3205	209	211	171	172
fig|1185660.4.peg.3206	94	73	79	87
fig|1185660.4.peg.3207	111	99	78	89
fig|1185660.4.peg.3208	315	236	196	195
fig|1185660.4.peg.321	43	53	39	48
fig|1185660.4.peg.3210	1164	992	844	370
fig|1185660.4.peg.3211	908	706	528	316
fig|1185660.4.peg.3212	971	677	688	292
fig|1185660.4.peg.3213	159	144	117	110
fig|1185660.4.peg.3215	52	42	55	51
fig|1185660.4.peg.3216	1823	1531	1795	1425
fig|1185660.4.peg.3217	7504	4538	23471	9034
fig|1185660.4.peg.3218	203	154	195	144
fig|1185660.4.peg.3219	92	70	66	77
fig|1185660.4.peg.322	76	82	49	69
fig|1185660.4.peg.3220	488	418	570	493
fig|1185660.4.peg.3221	111	90	94	82
fig|1185660.4.peg.3223	1474	803	2976	3313
fig|1185660.4.peg.3224	329	162	362	212
fig|1185660.4.peg.3225	73	46	81	73
fig|1185660.4.peg.3226	112	34	107	104
fig|1185660.4.peg.3227	93	25	135	89
fig|1185660.4.peg.3228	74	31	94	100
fig|1185660.4.peg.3229	44	16	41	33
fig|1185660.4.peg.3231	64	20	33	75
fig|1185660.4.peg.3233	94	46	73	53
fig|1185660.4.peg.3234	62	39	74	55
fig|1185660.4.peg.3235	53	37	50	50
fig|1185660.4.peg.3236	69	70	64	106
fig|1185660.4.peg.3237	312	387	601	318
fig|1185660.4.peg.3238	92	95	128	80
fig|1185660.4.peg.3239	138	100	172	98
fig|1185660.4.peg.324	33	17	55	76
fig|1185660.4.peg.3240	173	136	186	123
fig|1185660.4.peg.3241	96	67	95	86
fig|1185660.4.peg.3242	127	93	116	114
fig|1185660.4.peg.3243	105	103	154	83
fig|1185660.4.peg.3244	193	160	643	505
fig|1185660.4.peg.3245	67	65	51	39
fig|1185660.4.peg.3246	9	9	8	11
fig|1185660.4.peg.3247	89	47	83	89
fig|1185660.4.peg.3249	20	12	14	15
fig|1185660.4.peg.325	45	45	44	29
fig|1185660.4.peg.3250	67	44	143	129
fig|1185660.4.peg.3251	8	8	8	13
fig|1185660.4.peg.3252	12	13	26	28
fig|1185660.4.peg.3253	7	5	20	18
fig|1185660.4.peg.3254	2	4	5	7
fig|1185660.4.peg.3255	2	2	4	6
fig|1185660.4.peg.3256	19	21	33	37
fig|1185660.4.peg.3257	90	70	71	68
fig|1185660.4.peg.3258	33	48	34	25
fig|1185660.4.peg.3259	60	113	45	61
fig|1185660.4.peg.326	30	29	25	29
fig|1185660.4.peg.3260	95	132	87	62
fig|1185660.4.peg.3261	37	44	30	31
fig|1185660.4.peg.3262	24	18	23	36
fig|1185660.4.peg.3263	57	38	77	66
fig|1185660.4.peg.3264	203	145	174	166
fig|1185660.4.peg.3265	455	336	669	499
fig|1185660.4.peg.3266	90	75	92	74
fig|1185660.4.peg.3267	53	32	52	60
fig|1185660.4.peg.3268	26	31	24	25
fig|1185660.4.peg.3269	7	15	8	14
fig|1185660.4.peg.327	9	7	8	8
fig|1185660.4.peg.3270	911	601	1235	843
fig|1185660.4.peg.3271	621	445	405	313
fig|1185660.4.peg.3273	43	9	23	15
fig|1185660.4.peg.3274	27	30	30	32
fig|1185660.4.peg.3275	38	19	32	33
fig|1185660.4.peg.3275	41	14	52	39
fig|1185660.4.peg.3276	22	14	29	21
fig|1185660.4.peg.3277	9	7	12	13
fig|1185660.4.peg.3279	66	82	65	61
fig|1185660.4.peg.3280	79	82	136	77
fig|1185660.4.peg.3281	50	52	76	65
fig|1185660.4.peg.3282	46	52	181	205
fig|1185660.4.peg.3284	142	103	199	146
fig|1185660.4.peg.3285	87	66	63	70
fig|1185660.4.peg.3286	29	37	28	36
fig|1185660.4.peg.3287	28	31	19	20
fig|1185660.4.peg.3288	15	22	16	14
fig|1185660.4.peg.329	2	3	4	7
fig|1185660.4.peg.3290	364	332	334	221
fig|1185660.4.peg.3291	108	71	111	108
fig|1185660.4.peg.3291	181	140	161	161
fig|1185660.4.peg.3293	299	228	210	177
fig|1185660.4.peg.3294	55	33	41	38
fig|1185660.4.peg.3295	77	65	76	62
fig|1185660.4.peg.3296	33	20	27	28
fig|1185660.4.peg.3297	74	36	65	58
fig|1185660.4.peg.3298	434	303	527	415
fig|1185660.4.peg.3299	32	20	27	27
fig|1185660.4.peg.33	59	72	50	76
fig|1185660.4.peg.330	3	4	5	9
fig|1185660.4.peg.3300	130	86	124	109
fig|1185660.4.peg.3301	42	22	90	64
fig|1185660.4.peg.3303	117	50	219	85
fig|1185660.4.peg.3305	15	13	10	11
fig|1185660.4.peg.3306	4	4	4	7
fig|1185660.4.peg.3307	8	5	8	11
fig|1185660.4.peg.331	5	6	8	9
fig|1185660.4.peg.3310	3	6	7	8
fig|1185660.4.peg.3311	2	2	5	7
fig|1185660.4.peg.3312	51	54	61	55
fig|1185660.4.peg.3313	17	8	18	26
fig|1185660.4.peg.3314	13	8	20	27
fig|1185660.4.peg.3315	58	14	155	165
fig|1185660.4.peg.3316	31	10	89	157
fig|1185660.4.peg.3318	154	94	118	104
fig|1185660.4.peg.3319	31	24	23	18
fig|1185660.4.peg.332	9	10	7	13
fig|1185660.4.peg.3320	12	5	7	7
fig|1185660.4.peg.3321	12	4	9	9
fig|1185660.4.peg.3322	19	17	73	94
fig|1185660.4.peg.3323	22	19	29	32
fig|1185660.4.peg.3324	400	243	339	237
fig|1185660.4.peg.3325	104	67	112	114
fig|1185660.4.peg.3326	88	56	118	88
fig|1185660.4.peg.3327	138	70	100	119
fig|1185660.4.peg.3328	421	329	410	341
fig|1185660.4.peg.3329	81	38	60	58
fig|1185660.4.peg.3330	11	6	36	47
fig|1185660.4.peg.3331	49	26	48	27
fig|1185660.4.peg.3332	34	16	30	24
fig|1185660.4.peg.3334	14	3	20	16
fig|1185660.4.peg.3336	25	41	26	22
fig|1185660.4.peg.3337	0	0	0	0
fig|1185660.4.peg.3337	77	84	89	62
fig|1185660.4.peg.3338	47	36	40	29
fig|1185660.4.peg.3339	512	512	676	477
fig|1185660.4.peg.3339	68	64	74	66
fig|1185660.4.peg.334	28	34	20	26
fig|1185660.4.peg.3340	94	67	111	98
fig|1185660.4.peg.3341	16	11	57	57
fig|1185660.4.peg.3342	200	185	96	98
fig|1185660.4.peg.3343	84	73	41	34
fig|1185660.4.peg.3344	4	4	4	6
fig|1185660.4.peg.3345	38	20	33	33
fig|1185660.4.peg.3346	25	25	24	28
fig|1185660.4.peg.3347	58	57	37	36
fig|1185660.4.peg.3349	32	20	24	25
fig|1185660.4.peg.335	37	62	36	29
fig|1185660.4.peg.3350	34	24	32	32
fig|1185660.4.peg.3352	29	25	19	22
fig|1185660.4.peg.3353	33	30	25	22
fig|1185660.4.peg.3354	10	9	5	7
fig|1185660.4.peg.3355	23	17	12	14
fig|1185660.4.peg.3356	56	44	52	61
fig|1185660.4.peg.3357	119	123	119	139
fig|1185660.4.peg.3358	173	182	200	243
fig|1185660.4.peg.3359	120	169	159	263
fig|1185660.4.peg.336	23	33	22	27
fig|1185660.4.peg.3361	188	158	213	189
fig|1185660.4.peg.3362	24	21	40	55
fig|1185660.4.peg.3363	23	24	20	29
fig|1185660.4.peg.3364	32	21	35	46
fig|1185660.4.peg.3365	172	101	106	71
fig|1185660.4.peg.3366	63	57	263	477
fig|1185660.4.peg.3367	3274	2927	6465	3843
fig|1185660.4.peg.3369	213	171	169	131
fig|1185660.4.peg.337	38	482	14	22
fig|1185660.4.peg.3371	93	62	81	93
fig|1185660.4.peg.3372	134	114	113	106
fig|1185660.4.peg.3373	15	10	10	11
fig|1185660.4.peg.3374	604	252	659	395
fig|1185660.4.peg.3376	795	768	992	916
fig|1185660.4.peg.3377	22	14	21	27
fig|1185660.4.peg.3378	212	118	197	101
fig|1185660.4.peg.3378	8	11	18	16
fig|1185660.4.peg.3379	212	118	197	101
fig|1185660.4.peg.3379	8	11	18	16
fig|1185660.4.peg.338	84	803	20	32
fig|1185660.4.peg.3380	147	122	87	77
fig|1185660.4.peg.3381	87	50	47	51
fig|1185660.4.peg.3382	63	42	44	59
fig|1185660.4.peg.3383	17	8	16	23
fig|1185660.4.peg.3384	27	20	21	17
fig|1185660.4.peg.3385	22	19	12	21
fig|1185660.4.peg.3386	12	11	8	18
fig|1185660.4.peg.3387	19	35	20	21
fig|1185660.4.peg.3388	18	17	12	18
fig|1185660.4.peg.3389	5	5	8	13
fig|1185660.4.peg.339	90	318	19	38
fig|1185660.4.peg.3390	1	4	4	7
fig|1185660.4.peg.3391	3	3	4	3
fig|1185660.4.peg.3392	5	4	5	6
fig|1185660.4.peg.3393	2	2	4	3
fig|1185660.4.peg.3394	24	20	18	15
fig|1185660.4.peg.3395	10	10	11	13
fig|1185660.4.peg.3396	5	6	6	10
fig|1185660.4.peg.3397	10	5	16	34
fig|1185660.4.peg.3398	5	11	8	14
fig|1185660.4.peg.3399	3	5	4	3
fig|1185660.4.peg.34	7	13	24	62
fig|1185660.4.peg.3400	3	5	4	6
fig|1185660.4.peg.3401	4	4	6	6
fig|1185660.4.peg.3402	7	9	12	14
fig|1185660.4.peg.3403	13	6	31	15
fig|1185660.4.peg.3404	50	43	48	42
fig|1185660.4.peg.3406	82	39	65	93
fig|1185660.4.peg.3407	114	67	97	56
fig|1185660.4.peg.3408	124	67	124	132
fig|1185660.4.peg.3409	106	54	104	98
fig|1185660.4.peg.341	20	43	9	14
fig|1185660.4.peg.3410	129	114	145	91
fig|1185660.4.peg.3411	149	109	185	123
fig|1185660.4.peg.3412	24	20	25	49
fig|1185660.4.peg.3413	88	69	66	61
fig|1185660.4.peg.3414	86	60	79	71
fig|1185660.4.peg.3416	717	320	987	898
fig|1185660.4.peg.3417	769	377	1381	1027
fig|1185660.4.peg.3418	918	505	920	718
fig|1185660.4.peg.3419	305	165	200	142
fig|1185660.4.peg.342	8	7	7	10
fig|1185660.4.peg.3420	237	182	327	312
fig|1185660.4.peg.3421	345	259	368	286
fig|1185660.4.peg.3422	463	480	537	391
fig|1185660.4.peg.3423	392	185	345	246
fig|1185660.4.peg.3424	212	94	195	180
fig|1185660.4.peg.3425	71	30	64	47
fig|1185660.4.peg.3426	90	37	86	58
fig|1185660.4.peg.3427	114	43	99	71
fig|1185660.4.peg.3428	90	41	97	53
fig|1185660.4.peg.3429	0	0	0	0
fig|1185660.4.peg.3429	61	40	63	41
fig|1185660.4.peg.3430	235	186	297	138
fig|1185660.4.peg.3431	135	87	142	86
fig|1185660.4.peg.3432	260	176	498	145
fig|1185660.4.peg.3433	96	59	105	56
fig|1185660.4.peg.3435	55	27	39	68
fig|1185660.4.peg.3436	73	38	49	87
fig|1185660.4.peg.3438	63	59	42	42
fig|1185660.4.peg.3439	2	6	8	16
fig|1185660.4.peg.3440	8	6	6	13
fig|1185660.4.peg.3441	12	11	8	8
fig|1185660.4.peg.3442	12	7	8	15
fig|1185660.4.peg.3443	42	46	61	54
fig|1185660.4.peg.3444	205	231	388	503
fig|1185660.4.peg.3446	85	50	90	94
fig|1185660.4.peg.3447	109	73	80	97
fig|1185660.4.peg.3447	92	63	101	136
fig|1185660.4.peg.3448	88	60	92	64
fig|1185660.4.peg.3449	82	61	65	66
fig|1185660.4.peg.345	17	17	17	18
fig|1185660.4.peg.3450	168	117	134	90
fig|1185660.4.peg.3451	333	282	312	255
fig|1185660.4.peg.3452	68	40	64	74
fig|1185660.4.peg.3454	149	71	128	102
fig|1185660.4.peg.3455	210	118	122	103
fig|1185660.4.peg.3456	144	117	46	71
fig|1185660.4.peg.3456	181	94	76	82
fig|1185660.4.peg.346	82	79	69	66
fig|1185660.4.peg.3461	11	9	6	10
fig|1185660.4.peg.3465	171	113	113	111
fig|1185660.4.peg.3465	231	130	208	190
fig|1185660.4.peg.3466	174	119	167	159
fig|1185660.4.peg.3468	26	40	17	19
fig|1185660.4.peg.3469	6	8	5	9
fig|1185660.4.peg.347	1	0	1	0
fig|1185660.4.peg.3470	54	29	36	53
fig|1185660.4.peg.3471	43	30	37	52
fig|1185660.4.peg.3472	210	237	145	163
fig|1185660.4.peg.3473	77	76	91	87
fig|1185660.4.peg.3474	76	57	69	104
fig|1185660.4.peg.3475	129	106	92	75
fig|1185660.4.peg.3476	91	125	109	96
fig|1185660.4.peg.3477	53	49	35	46
fig|1185660.4.peg.3478	22	20	28	17
fig|1185660.4.peg.348	429	450	398	289
fig|1185660.4.peg.3480	152	168	149	155
fig|1185660.4.peg.3481	204	222	255	376
fig|1185660.4.peg.3482	134	127	102	90
fig|1185660.4.peg.3483	234	239	214	104
fig|1185660.4.peg.3484	139	99	118	99
fig|1185660.4.peg.3485	656	274	421	439
fig|1185660.4.peg.3486	443	294	695	300
fig|1185660.4.peg.3487	162	120	757	449
fig|1185660.4.peg.3493	276	210	154	147
fig|1185660.4.peg.3494	637	237	716	471
fig|1185660.4.peg.3495	158	95	216	174
fig|1185660.4.peg.3496	92	56	94	84
fig|1185660.4.peg.3497	316	190	903	471
fig|1185660.4.peg.3498	46	29	44	38
fig|1185660.4.peg.3499	57	75	60	49
fig|1185660.4.peg.35	29	22	30	34
fig|1185660.4.peg.3500	29	43	31	38
fig|1185660.4.peg.3502	68	146	526	846
fig|1185660.4.peg.3504	40	44	43	38
fig|1185660.4.peg.3505	19	20	24	32
fig|1185660.4.peg.3506	6	5	8	15
fig|1185660.4.peg.3507	20	23	16	17
fig|1185660.4.peg.3508	215	306	183	183
fig|1185660.4.peg.3509	30	38	75	76
fig|1185660.4.peg.351	27	23	47	62
fig|1185660.4.peg.3511	3	5	22	38
fig|1185660.4.peg.3512	120	87	102	87
fig|1185660.4.peg.3514	23	20	25	28
fig|1185660.4.peg.3515	24	109	59	65
fig|1185660.4.peg.3516	108	112	136	105
fig|1185660.4.peg.3517	8	8	13	12
fig|1185660.4.peg.3518	11	8	12	28
fig|1185660.4.peg.3519	15	12	14	13
fig|1185660.4.peg.352	16	17	43	84
fig|1185660.4.peg.3520	33	65	31	27
fig|1185660.4.peg.3521	109	127	814	1025
fig|1185660.4.peg.3522	6	7	278	731
fig|1185660.4.peg.3523	13	11	127	317
fig|1185660.4.peg.3524	30	13	277	446
fig|1185660.4.peg.3525	109	44	151	139
fig|1185660.4.peg.3527	19	10	107	70
fig|1185660.4.peg.3527	3	2	122	16
fig|1185660.4.peg.3527	4	5	23	10
fig|1185660.4.peg.3527	92	83	125	102
fig|1185660.4.peg.3529	43	42	505	613
fig|1185660.4.peg.353	50	57	78	83
fig|1185660.4.peg.3531	46	40	94	171
fig|1185660.4.peg.3532	14	10	107	230
fig|1185660.4.peg.3534	9	20	27	46
fig|1185660.4.peg.3535	7	11	29	49
fig|1185660.4.peg.3536	14	29	494	781
fig|1185660.4.peg.3537	8	13	21	39
fig|1185660.4.peg.3538	4	5	21	65
fig|1185660.4.peg.3539	13	11	31	55
fig|1185660.4.peg.354	4	4	7	12
fig|1185660.4.peg.3542	1	2	214	448
fig|1185660.4.peg.3543	3	2	81	263
fig|1185660.4.peg.3544	5	4	37	115
fig|1185660.4.peg.3545	13	9	407	1202
fig|1185660.4.peg.3546	175	64	2607	2989
fig|1185660.4.peg.3547	326	67	1098	1086
fig|1185660.4.peg.3548	348	281	1101	992
